station_id,name,latitude,longitude,barrio,comuna
acdf3af6976171d040d3ccf8c2eaed5c,209 - DEVOTO,-34.6028514,-58.5126086,Villa Devoto,11.0
33da542c9f9f5a207fa288692c67dada,102 - ROSETI,-34.5851209,-58.4492989,Chacarita,15.0
c8d0e783464e7e347e513b766876ba69,004 - Plaza Roma,-34.6030082348981,-58.36885646243477,San Nicolas,1.0
58639d385cf15cee9f5cd2969211da42,294 - PLAZOLETA RÍO DE LA PLATA,-34.57424606980564,-58.41465533223048,Palermo,14.0
7d1e5784c40a54096c1c843be73dec61,336 - La Pampa,-34.565521,-58.45533400000001,Belgrano,13.0
760ef82f95322b827c7c00577cd638b8,187 - Jose Maria Moreno,-34.619879,-58.435801,Caballito,6.0
2c848f154d1a9f8ded5dcde7fbfc2f32,072 - INSTITUTO POLITÉCNICO MODELO,-34.573033051099245,-58.503908287102504,Villa Pueyrredon,12.0
e0e04a856d07241dc2495f9fe702f67b,340 - PLAZA NUEVA POMPEYA,-34.6518464,-58.41577099999999,Nueva Pompeya,4.0
62462a08985823ab3e2344f52140c09e,242 - Plazoleta Rafael del Riego,-34.567483,-58.446381,Palermo,14.0
26bc33f6c32cc5e69edc7a62f55174ea,148 -La Paternal,-34.6008306,-58.47212710000001,Paternal,15.0
707a77d54ca1f34246afb9adbd4403bb,143 - EMILIO MITRE ,-34.6313039,-58.44176059999998,Parque Chacabuco,7.0
80e1cd364ca86f594f42cf0d48ebedbc,191 - Rivadavia y 9 de Julio,-34.6079305,-58.3808358,San Nicolas,1.0
cf4d4ca59786f2258fc3c8b8afa3ebb6,212 - TRES ARROYOS,-34.6072013,-58.45640650000001,Caballito,6.0
0656c769d13c7d3f18bba30a54759a70,035 - INGENIERO BUTTY,-34.5964246,-58.371847,Retiro,1.0
f7fd38ed4d0ebcfd1657c786bc4d74b5,005 - Plaza Italia,-34.5805497,-58.4209542,Palermo,14.0
90baa01c14ec5042e514950b52c10df4,053 - AV. DEL LIBERTADOR ,-34.59291496187579,-58.375442711639394,Retiro,1.0
1a9d0b7fb5cbead6f538c811d30b71bd,020 - GRECIA,-34.5492488,-58.461940799999994,Nuñez,13.0
a975e7017ef4001c2c23b418629a40c1,379 - PARQUE SARMIENTO II,-34.56454,-58.502889999999994,Saavedra,12.0
a8e6be8a86530207bb7528c5b499ec10,237 - Madero Office,-34.599036,-58.36469499999999,Puerto Madero,1.0
96394b0b96b0ba77581a10424ace18c9,008 - Congreso,-34.609799294176376,-58.3916967439331,Monserrat,1.0
c627e2cfc21548a192babcea3e366095,236 - UBA SOCIALES,-34.620233,-58.384386,Constitucion,1.0
cf2972c8b8c35fbd4e34ee6c468b574b,145 - RAVIGNANI,-34.5807161,-58.43840400000001,Palermo,14.0
7791c05fbb0bdd09f423d3ab7083b0e8,150 - RODRIGO BUENO,-34.61698882004119,-58.35638807990112,Puerto Madero,1.0
034418a71e5c3d348237a386e908cf8d,178 - José Marmol,-34.6234,-58.424853,Boedo,5.0
d893b12d5d5f8e5f2c120158a4513e6d,392 - CHARCAS,-34.58686608967169,-58.42142570059433,Palermo,14.0
c490858e535687105df81d6942acc753,365 - Venancio Flores,-34.629967,-58.473725,Flores,7.0
6985694c4ab348954e9ec00f5ebb9284,131- HOSPITAL DE CLÍNICAS,-34.5984043,-58.39901580000001,Recoleta,2.0
9491a9212e140cf3213886f4e8720850,284 - AV. FOREST,-34.575441,-58.46268899999999,Colegiales,13.0
7fb45c660e878faea5739561104339d5,159 - Fitz Roy & Gorriti,-34.58495,-58.437338999999994,Palermo,14.0
a3216dda73c815e31b10faa31cbb0d15,093 - CARLOS CALVO,-34.620798,-58.3944635,San Cristobal,3.0
2c54bd2063f1024d845fb035ec6abd06,196 - HOSPITAL ARGERICH,-34.6277671,-58.36602490000001,La Boca,4.0
da935025e67e65f12470d27091f3a4d6,277 - Coghlan,-34.5654,-58.4759,Coghlan,12.0
9007fa261d2d854b35907b3af97e579d,081 - PARQUE DE LAS CIENCIAS,-34.5829625,-58.42997930000001,Palermo,14.0
4ebd5d6dcda09ea9f6a3f8fb2be908b9,215 - HOSPITAL ALVAREZ,-34.623123,-58.468287000000004,Flores,7.0
66aedd54e5754261058af58832d1e47b,082 - HOSPITAL ITALIANO,-34.6078917,-58.426394699999996,Almagro,5.0
88904c6cebc4ebc7ed4ec77e31bcc6fc,223 - GAINZA,-34.616758,-58.446751,Caballito,6.0
2c6148ba34aa972afc6a0d981645814f,151 - AIME PAINÉ,-34.61129829312854,-58.3591384429222,Puerto Madero,1.0
